mean_overlapping_bboxes,class_acc,loss_rpn_cls,loss_rpn_regr,loss_class_cls,loss_class_regr,curr_loss,elapsed_time,mAP
11.333,0.882,1.397,0.139,0.261,0.142,1.939,0.09,0.0
13.9,0.891,1.304,0.141,0.251,0.126,1.823,0.084,0.0
13.033,0.891,1.372,0.114,0.24,0.128,1.853,0.085,0.0
12.733,0.902,1.079,0.15,0.239,0.119,1.586,0.088,0.0
13.0,0.907,0.763,0.144,0.232,0.109,1.247,0.086,0.0
11.967,0.888,0.948,0.086,0.256,0.135,1.426,0.083,0.0
13.633,0.875,1.283,0.141,0.257,0.115,1.796,0.088,0.0
12.8,0.87,1.322,0.148,0.287,0.122,1.879,0.087,0.0
12.8,0.889,0.925,0.093,0.266,0.112,1.396,0.087,0.0
14.533,0.917,0.482,0.103,0.209,0.097,0.89,0.083,0.0
13.033,0.907,0.21,0.11,0.215,0.097,0.632,0.085,0.0
13.3,0.888,1.033,0.106,0.23,0.115,1.485,0.085,0.0
13.8,0.884,0.584,0.137,0.249,0.095,1.065,0.085,0.0
12.433,0.897,0.591,0.095,0.244,0.117,1.047,0.085,0.0
14.267,0.875,0.901,0.107,0.261,0.136,1.406,0.087,0.0
13.5,0.904,1.545,0.097,0.225,0.106,1.973,0.085,0.0
13.6,0.897,0.593,0.082,0.23,0.121,1.026,0.083,0.0
13.667,0.906,1.007,0.146,0.226,0.108,1.487,0.088,0.0
13.267,0.886,0.482,0.087,0.25,0.095,0.915,0.086,0.0
11.767,0.916,0.699,0.082,0.207,0.091,1.079,0.084,0.0
12.933,0.894,0.948,0.098,0.233,0.111,1.391,0.086,0.0
13.667,0.898,0.955,0.081,0.231,0.092,1.359,0.086,0.0
13.1,0.911,0.947,0.072,0.215,0.124,1.358,0.084,0.0
13.6,0.915,1.406,0.124,0.239,0.141,1.91,0.089,0.0
13.5,0.898,0.591,0.082,0.246,0.109,1.028,0.085,0.0
13.333,0.905,0.942,0.134,0.229,0.113,1.419,0.086,0.0
13.367,0.902,1.498,0.092,0.215,0.098,1.902,0.084,0.0
13.967,0.899,1.751,0.077,0.235,0.095,2.158,0.084,0.0
13.933,0.907,0.8,0.088,0.213,0.102,1.203,0.085,0.0
11.667,0.903,2.029,0.099,0.226,0.116,2.471,0.084,0.0
14.967,0.902,0.597,0.122,0.226,0.095,1.041,0.085,0.0
13.767,0.883,1.281,0.091,0.272,0.101,1.746,0.085,0.0
13.033,0.873,1.873,0.091,0.276,0.121,2.362,0.085,0.0
13.5,0.905,0.233,0.125,0.209,0.091,0.658,0.085,0.0
14.133,0.896,0.676,0.113,0.244,0.125,1.158,0.087,0.0
14.567,0.896,0.59,0.074,0.234,0.103,1.001,0.085,0.0
13.467,0.897,0.823,0.086,0.222,0.085,1.217,0.083,0.0
13.8,0.892,0.8,0.087,0.241,0.103,1.232,0.083,0.0
14.1,0.88,0.498,0.121,0.252,0.125,0.997,0.086,0.0
13.0,0.9,0.925,0.099,0.228,0.129,1.381,0.083,0.0
12.4,0.9,0.508,0.139,0.223,0.113,0.983,0.087,0.0
14.467,0.891,0.482,0.105,0.251,0.099,0.937,0.083,0.0
13.7,0.882,0.403,0.095,0.262,0.093,0.854,0.086,0.0
14.567,0.909,1.368,0.095,0.234,0.11,1.807,0.086,0.0
14.033,0.879,0.931,0.092,0.255,0.101,1.379,0.085,0.0
13.867,0.893,1.663,0.085,0.24,0.082,2.07,0.084,0.0
12.9,0.902,0.972,0.103,0.218,0.118,1.411,0.086,0.0
12.4,0.865,0.732,0.085,0.284,0.14,1.241,0.084,0.0
13.433,0.908,0.965,0.101,0.226,0.12,1.412,0.086,0.0
12.733,0.892,0.591,0.066,0.235,0.095,0.986,0.084,0.0
13.767,0.902,0.624,0.122,0.214,0.1,1.06,0.086,0.0
13.667,0.912,0.358,0.077,0.213,0.096,0.743,0.086,0.0
12.833,0.885,0.965,0.135,0.244,0.112,1.456,0.086,0.0
12.4,0.896,1.351,0.091,0.224,0.101,1.768,0.085,0.0
13.667,0.893,1.281,0.077,0.237,0.1,1.696,0.084,0.0
14.167,0.903,1.671,0.101,0.204,0.088,2.063,0.085,0.0
12.9,0.89,0.467,0.134,0.247,0.124,0.971,0.085,0.0
13.367,0.898,1.032,0.112,0.233,0.101,1.478,0.085,0.0
13.433,0.876,1.348,0.152,0.277,0.118,1.895,0.087,0.0
11.9,0.896,1.199,0.112,0.227,0.138,1.677,0.085,0.0
13.767,0.915,0.84,0.126,0.204,0.097,1.267,0.083,0.0
12.567,0.888,1.02,0.115,0.248,0.112,1.495,0.084,0.0
13.233,0.881,0.567,0.091,0.235,0.104,0.997,0.085,0.0
11.767,0.906,1.159,0.122,0.215,0.128,1.623,0.084,0.0
14.1,0.901,0.991,0.068,0.225,0.084,1.368,0.084,0.0
12.7,0.912,1.056,0.109,0.205,0.118,1.489,0.085,0.0
12.433,0.904,1.069,0.095,0.21,0.1,1.475,0.083,0.0
12.7,0.901,1.265,0.101,0.239,0.101,1.707,0.082,0.0
14.7,0.879,0.817,0.131,0.27,0.117,1.335,0.087,0.0
12.433,0.906,0.715,0.094,0.208,0.093,1.11,0.084,0.0
13.633,0.885,0.994,0.087,0.244,0.11,1.435,0.085,0.0
11.7,0.909,1.756,0.096,0.205,0.107,2.164,0.083,0.0
13.367,0.898,0.653,0.09,0.23,0.106,1.08,0.085,0.0
11.767,0.914,0.676,0.074,0.214,0.124,1.087,0.081,0.0
12.967,0.908,0.21,0.104,0.221,0.101,0.636,0.084,0.0
12.7,0.903,1.351,0.081,0.213,0.098,1.743,0.085,0.0
14.1,0.907,1.202,0.116,0.218,0.109,1.645,0.087,0.0
14.0,0.893,1.26,0.091,0.246,0.088,1.684,0.086,0.0
14.467,0.904,0.676,0.091,0.218,0.095,1.08,0.087,0.0
12.567,0.903,1.073,0.13,0.22,0.11,1.533,0.085,0.0
12.167,0.907,1.073,0.093,0.227,0.099,1.492,0.084,0.0
13.333,0.883,1.6,0.084,0.247,0.124,2.055,0.085,0.0
12.533,0.902,0.909,0.11,0.231,0.135,1.384,0.085,0.0
14.533,0.923,0.634,0.084,0.192,0.095,1.005,0.085,0.0
12.867,0.897,1.073,0.108,0.222,0.105,1.507,0.084,0.0
13.967,0.904,0.886,0.105,0.211,0.105,1.306,0.084,0.0
11.833,0.902,1.814,0.087,0.226,0.12,2.248,0.081,0.0
13.533,0.89,1.173,0.154,0.263,0.143,1.734,0.087,0.0
11.967,0.904,1.285,0.108,0.212,0.096,1.701,0.085,0.0
12.0,0.903,0.993,0.077,0.21,0.111,1.391,0.083,0.0
13.533,0.909,0.446,0.122,0.214,0.098,0.879,0.085,0.0
12.133,0.901,1.483,0.105,0.219,0.113,1.92,0.085,0.0
14.3,0.907,0.52,0.076,0.197,0.122,0.916,0.085,0.0
13.633,0.896,0.801,0.142,0.217,0.097,1.256,0.087,0.0
12.633,0.897,1.202,0.11,0.241,0.125,1.678,0.084,0.0
14.367,0.922,0.732,0.087,0.184,0.1,1.103,0.082,0.0
12.9,0.902,0.715,0.072,0.203,0.086,1.076,0.086,0.0
14.5,0.904,0.568,0.053,0.225,0.089,0.934,0.084,0.0
12.0,0.879,1.01,0.079,0.243,0.108,1.441,0.085,0.0
12.933,0.909,0.78,0.112,0.203,0.11,1.205,0.085,0.0
13.333,0.909,0.443,0.107,0.205,0.104,0.859,0.086,0.0
14.033,0.925,0.248,0.104,0.185,0.078,0.615,0.084,0.0
15.1,0.901,1.05,0.089,0.209,0.093,1.441,0.085,0.0
12.7,0.876,1.089,0.063,0.284,0.127,1.564,0.085,0.0
13.767,0.903,1.778,0.123,0.218,0.095,2.215,0.088,0.0
13.4,0.901,0.823,0.092,0.217,0.104,1.237,0.084,0.0
13.467,0.91,1.414,0.065,0.216,0.089,1.784,0.082,0.0
14.3,0.894,0.636,0.071,0.233,0.103,1.043,0.084,0.0
12.5,0.899,0.482,0.09,0.212,0.108,0.893,0.083,0.0
13.067,0.885,1.309,0.128,0.234,0.112,1.782,0.087,0.0
14.2,0.905,1.437,0.073,0.205,0.084,1.798,0.083,0.0
12.967,0.899,1.447,0.092,0.197,0.08,1.816,0.085,0.0
13.633,0.852,1.905,0.103,0.289,0.125,2.422,0.085,0.0
13.333,0.908,0.715,0.093,0.221,0.098,1.126,0.084,0.0
14.533,0.917,1.102,0.074,0.191,0.092,1.458,0.085,0.0
12.367,0.889,0.001,0.104,0.246,0.107,0.457,0.084,0.0
14.0,0.912,0.673,0.068,0.207,0.085,1.033,0.093,0.0
13.733,0.878,1.495,0.118,0.251,0.114,1.978,0.086,0.0
13.2,0.894,0.321,0.075,0.232,0.099,0.727,0.084,0.0
13.0,0.898,1.43,0.105,0.22,0.084,1.839,0.084,0.0
12.967,0.89,0.607,0.081,0.25,0.112,1.05,0.084,0.0
14.667,0.891,0.697,0.111,0.233,0.094,1.135,0.085,0.0
12.2,0.904,0.984,0.115,0.249,0.127,1.475,0.085,0.0
13.3,0.911,0.686,0.139,0.193,0.108,1.126,0.086,0.0
12.867,0.918,0.979,0.069,0.184,0.1,1.332,0.085,0.0
14.4,0.915,0.985,0.07,0.198,0.083,1.335,0.084,0.0
13.7,0.903,0.681,0.082,0.2,0.098,1.061,0.084,0.0
12.333,0.899,0.965,0.069,0.218,0.098,1.35,0.085,0.0
14.333,0.922,0.616,0.075,0.196,0.091,0.978,0.085,0.0
11.533,0.916,0.808,0.123,0.193,0.129,1.253,0.085,0.0
13.833,0.902,0.965,0.098,0.216,0.111,1.391,0.085,0.0
14.533,0.898,1.056,0.083,0.221,0.102,1.462,0.085,0.0
13.4,0.895,0.791,0.099,0.236,0.111,1.236,0.085,0.0
14.167,0.906,0.839,0.059,0.224,0.112,1.235,0.084,0.0
14.9,0.904,0.676,0.073,0.211,0.1,1.059,0.085,0.0
12.067,0.919,1.01,0.087,0.213,0.118,1.429,0.085,0.0
12.567,0.89,0.733,0.105,0.249,0.108,1.195,0.086,0.0
13.7,0.925,0.777,0.1,0.184,0.074,1.136,0.084,0.0
12.8,0.891,1.931,0.106,0.238,0.093,2.369,0.083,0.0
12.433,0.882,0.676,0.094,0.254,0.118,1.141,0.083,0.0
13.3,0.898,1.622,0.071,0.235,0.097,2.025,0.083,0.0
12.9,0.91,1.139,0.105,0.202,0.11,1.556,0.091,0.0
12.5,0.91,0.607,0.089,0.195,0.081,0.972,0.084,0.0
12.233,0.889,0.947,0.089,0.269,0.144,1.45,0.084,0.0
14.733,0.909,1.499,0.071,0.204,0.08,1.854,0.085,0.0
12.567,0.916,0.947,0.097,0.189,0.097,1.33,0.085,0.0
13.3,0.914,1.432,0.093,0.193,0.104,1.821,0.084,0.0
13.133,0.9,0.676,0.096,0.234,0.089,1.096,0.085,0.0
13.1,0.891,0.823,0.103,0.236,0.102,1.265,0.085,0.0
12.533,0.907,0.84,0.109,0.225,0.087,1.261,0.084,0.0
12.633,0.902,0.484,0.052,0.21,0.108,0.853,0.083,0.0
12.167,0.899,1.181,0.1,0.22,0.097,1.598,0.085,0.0
14.867,0.904,0.443,0.099,0.218,0.093,0.853,0.085,0.0
13.1,0.903,0.607,0.098,0.22,0.099,1.024,0.083,0.0
13.967,0.908,0.846,0.096,0.221,0.079,1.243,0.086,0.0
14.067,0.908,2.047,0.092,0.207,0.075,2.421,0.084,0.0
13.3,0.905,0.84,0.071,0.23,0.101,1.242,0.084,0.0
12.933,0.919,1.073,0.067,0.203,0.124,1.467,0.084,0.0
12.267,0.901,0.823,0.086,0.22,0.103,1.233,0.085,0.0
13.767,0.902,0.84,0.067,0.222,0.085,1.214,0.085,0.0
13.9,0.904,1.266,0.112,0.206,0.088,1.671,0.084,0.0
15.0,0.92,0.596,0.075,0.199,0.094,0.965,0.086,0.0
13.1,0.924,0.865,0.099,0.195,0.102,1.261,0.086,0.0
14.0,0.915,0.909,0.034,0.202,0.104,1.249,0.081,0.0
13.733,0.914,1.339,0.073,0.207,0.091,1.71,0.084,0.0
14.033,0.879,1.322,0.076,0.255,0.111,1.765,0.084,0.0
12.867,0.915,1.013,0.088,0.21,0.099,1.411,0.083,0.0
14.333,0.904,0.794,0.093,0.228,0.087,1.202,0.086,0.0
13.7,0.904,0.817,0.138,0.233,0.115,1.302,0.085,0.0
14.133,0.912,1.306,0.065,0.211,0.085,1.668,0.083,0.0
12.5,0.895,0.761,0.116,0.242,0.119,1.237,0.086,0.0
14.267,0.905,1.499,0.095,0.214,0.081,1.89,0.085,0.0
12.533,0.904,1.547,0.125,0.222,0.104,1.998,0.084,0.0
12.167,0.901,1.05,0.091,0.229,0.099,1.469,0.084,0.0
13.6,0.898,0.824,0.085,0.23,0.089,1.228,0.083,0.0
13.633,0.898,0.458,0.099,0.22,0.097,0.874,0.084,0.0
14.433,0.9,0.692,0.099,0.226,0.102,1.119,0.086,0.0
14.133,0.894,0.482,0.091,0.235,0.1,0.908,0.084,0.0
13.633,0.9,1.351,0.121,0.217,0.093,1.783,0.086,0.0
13.467,0.922,1.174,0.08,0.191,0.09,1.535,0.083,0.0
12.6,0.901,1.223,0.065,0.216,0.098,1.602,0.084,0.0
12.767,0.924,1.071,0.075,0.175,0.079,1.399,0.082,0.0
11.767,0.905,1.089,0.084,0.214,0.099,1.486,0.083,0.0
12.933,0.897,0.443,0.09,0.224,0.09,0.847,0.084,0.0
13.0,0.921,0.865,0.102,0.196,0.109,1.273,0.088,0.0
13.567,0.905,0.674,0.091,0.221,0.091,1.077,0.085,0.0
14.033,0.909,1.198,0.07,0.213,0.089,1.569,0.086,0.0
12.7,0.936,0.797,0.116,0.168,0.086,1.168,0.085,0.0
13.033,0.916,0.824,0.099,0.208,0.098,1.229,0.086,0.0
13.433,0.909,0.8,0.056,0.206,0.095,1.157,0.085,0.0
13.1,0.893,1.584,0.063,0.239,0.103,1.989,0.083,0.0
13.333,0.926,1.794,0.071,0.179,0.066,2.109,0.083,0.0
12.833,0.918,1.306,0.06,0.189,0.097,1.652,0.083,0.0
14.1,0.893,1.266,0.081,0.238,0.083,1.668,0.085,0.0
13.867,0.909,0.965,0.119,0.205,0.099,1.387,0.088,0.0
13.867,0.905,1.429,0.094,0.217,0.096,1.837,0.085,0.0
12.033,0.901,0.84,0.056,0.216,0.096,1.208,0.084,0.0
13.4,0.917,0.948,0.058,0.199,0.093,1.298,0.084,0.0
13.567,0.89,1.118,0.095,0.22,0.1,1.533,0.084,0.0
13.2,0.919,0.676,0.065,0.205,0.083,1.029,0.084,0.0
12.567,0.912,1.073,0.072,0.19,0.094,1.429,0.082,0.0
13.6,0.916,0.548,0.119,0.216,0.081,0.965,0.086,0.0
12.067,0.919,0.715,0.066,0.195,0.067,1.043,0.085,0.0
15.067,0.901,0.835,0.109,0.198,0.095,1.237,0.087,0.0
13.5,0.901,0.73,0.122,0.232,0.098,1.182,0.084,0.0
13.4,0.877,1.447,0.098,0.252,0.105,1.902,0.086,0.0
13.267,0.919,1.158,0.107,0.197,0.087,1.549,0.087,0.0
13.933,0.91,0.606,0.091,0.21,0.093,1.0,0.088,0.0
13.967,0.922,0.98,0.086,0.189,0.078,1.332,0.084,0.0
13.567,0.909,0.487,0.079,0.203,0.085,0.854,0.083,0.0
11.5,0.904,0.953,0.065,0.218,0.096,1.332,0.082,0.0
13.533,0.911,0.802,0.054,0.201,0.099,1.157,0.083,0.0
13.1,0.921,1.027,0.084,0.19,0.082,1.384,0.084,0.0
13.7,0.904,0.624,0.082,0.233,0.114,1.054,0.086,0.0
13.267,0.925,0.932,0.067,0.186,0.087,1.272,0.085,0.0
12.967,0.918,0.676,0.083,0.197,0.074,1.029,0.084,0.0
13.167,0.9,1.029,0.078,0.214,0.091,1.413,0.086,0.0
13.233,0.922,0.333,0.075,0.194,0.096,0.699,0.084,0.0
12.9,0.918,0.948,0.103,0.202,0.098,1.351,0.085,0.0
13.633,0.922,1.26,0.064,0.2,0.087,1.611,0.085,0.0
